,tweet,date
819,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:47:43
820,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:47:40
821,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:47:37
822,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:47:32
823,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:47:20
824,"""guys, if you are short in $cei, ask yourself, what flags were there? come on guys, you don't short a grinder doing 300m share/day (yet) no matter how terrible the co is. there is simply no sign of weakness yet, so stop losing money. wait for the blow off top or don't trade at all""",2021-09-27 23:45:51
825,' $50k on hand.... more $cei or $nakd? confused - $cei better fundamentals while $nakd has growing momentum and a chance of reversal',2021-09-27 23:42:33
826,'rt : i want a rt game or a drain. impress me.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave cashpig sellin\xe2\x80\xa6',2021-09-27 23:40:43
827,"'rt _alphax2: romanian article\nhospital staff in rom\xc3\xa2nia must be v\xe2\x8d\xbaccinated or show proof that they are\xe2\x80\x9cc0vid free\xe2\x80\x9d, else they will be s\xe2\x80\xa6'",2021-09-27 23:37:54
828,'i want a rt game or a drain. impress me.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave cashpig sellingcontent walletslave ',2021-09-27 23:36:52
829,""" maybe for sure $cei is a good, but the possibility for $fami is way better than $cei, i mean it's easy for $fami to get 50 cent or more so it's 100% but it's hard to get $4, sure maybe its gets 4 but it needs time, i made 9k in $cei,that's plenty for me\xf0\x9f\x98\x8a""",2021-09-27 23:36:48
830,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 23:19:57
831,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 23:15:08
832,'_daytrader _ $cei price target for tomorrow or did you take profit?',2021-09-27 23:11:04
833,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 23:07:37
834,"""lt turner jr. has just realised 'on eagles wings' featuring dario cei on the alto fulte\n\non eagle's wings is available for download or stream on all major music hubs (spotify, amazon, itunes, youtube, etc.).\n\ncheck it out here: """,2021-09-27 23:01:02
835,"' zackary, moving forward if you were to pick 1 stock between $wish or $cei for highest % of gains which one would it be?'",2021-09-27 22:52:55
836,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 22:44:55
837,"'rt : $cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 22:41:58
838,"'$cei will pay off your student loan, mortgage, car or your fake tits. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 $3.50>$5>$10 \xf0\x9f\xa4\x93\xf0\x9f\x8e\xaf'",2021-09-27 22:41:20
839,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 22:38:48
840,"""romanian article\nhospital staff in rom\xc3\xa2nia must be v\xe2\x8d\xbaccinated or show proof that they are\xe2\x80\x9cc0vid free\xe2\x80\x9d, else they will be suspended for 30 days, and if they still don't get v\xe2\x8d\xbaccinated or present negative c0vid test, their work contracts will be terminated\n""",2021-09-27 22:32:30
841,"""rt _tradegod: $cei are we rich or what? thinking they'll love this over 5""",2021-09-27 22:29:51
842,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 22:24:48
843,"""$cei are we rich or what? thinking they'll love this over 5""",2021-09-27 22:24:07
844,'rt _k1: i\xe2\x80\x99m open for skype and kik sessions right now \xf0\x9f\x98\x8c\n\ni play with multiple kinks \xf0\x9f\x94\xa5\n\napproach via my dms or on kik at miss_k5 \xe2\x9c\xa8\n\n\xe2\x80\xa2fi\xe2\x80\xa6',2021-09-27 22:22:42
845,'does $cei $3 first or $nakd hit  $1 first',2021-09-27 22:11:25
846,'it feels more like  vs. the american people now! perhaps it\xe2\x80\x99s about time the  or the  looks into who actually are investing their money with  \xe2\x80\xa6 some names may turn out to be facilitating the cover up! \n\n$amc $clov $gme $nakd $cei ',2021-09-27 22:08:14
847,'rt _lee_chit_: _k  $cei owns 72% of vkin . and will acquire remaining equity interest after the 10-k is filed and\xe2\x80\xa6',2021-09-27 22:07:38
848,'_k  $cei owns 72% of vkin . and will acquire remaining equity interest after the 10-k is filed and released. 10-k will be released by or before november 18.',2021-09-27 22:05:39
849,'rt : pay up or shut up.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave cashpig sellingcontent walletslave h\xe2\x80\xa6',2021-09-27 21:58:59
850,'pay up or shut up.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave cashpig sellingcontent walletslave ',2021-09-27 21:57:13
851,'rt _k1: i\xe2\x80\x99m open for skype and kik sessions right now \xf0\x9f\x98\x8c\n\ni play with multiple kinks \xf0\x9f\x94\xa5\n\napproach via my dms or on kik at miss_k5 \xe2\x9c\xa8\n\n\xe2\x80\xa2fi\xe2\x80\xa6',2021-09-27 21:53:01
852,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:50:38
853,'who\xe2\x80\x99s holding $rcat and/or $cei into tomorrow ?',2021-09-27 21:48:57
854,'_lee_chit_  i don\xe2\x80\x99t understand this comment in re: $cei or stocks in general. explain it to me like i\xe2\x80\x99m 5.',2021-09-27 21:44:37
855,'i\xe2\x80\x99m open for skype and kik sessions right now \xf0\x9f\x98\x8c\n\ni play with multiple kinks \xf0\x9f\x94\xa5\n\napproach via my dms or on kik at miss_k5 \xe2\x9c\xa8\n\n\xe2\x80\xa2findom\xe2\x80\xa2 \xe2\x80\xa2femdom\xe2\x80\xa2 \xe2\x80\xa2paypig\xe2\x80\xa2 \xe2\x80\xa2find\xe2\x80\xa2 \xe2\x80\xa2whalesub\xe2\x80\xa2 \xe2\x80\xa2findomus\xe2\x80\xa2 \xe2\x80\xa2cbt\xe2\x80\xa2 \xe2\x80\xa2joi\xe2\x80\xa2 \xe2\x80\xa2cei\xe2\x80\xa2 \xe2\x80\xa2sph\xe2\x80\xa2 ',2021-09-27 21:39:22
856,' good call aviv. you have any thoughts or opinions on the  run lately? been in and out a couple times already and wished i stayed in longer.',2021-09-27 21:36:56
857,'rt _bankss: roll call time \xf0\x9f\x93\xa3\n\n$cei $bbig and $any \n\nrt or like if you are holding \xf0\x9f\x94\xa5\xf0\x9f\x92\xb8\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc',2021-09-27 21:31:48
858,'rt : who\xe2\x80\x99s gonna get me going with a \xc2\xa3100 send? or atleast \xc2\xa350. don\xe2\x80\x99t be broke as shit like usual.\n\nfindom femdom onlyfans bra\xe2\x80\xa6',2021-09-27 21:29:49
859,'feeling for cei or cbt \xf0\x9f\xa4\x94 approach with tribute so i can humiliate and ruin you tonight idiots',2021-09-27 21:25:25
860,' sam here. i am happy % gain i had hoped here. things can always go upward or downward direction in the stock market. i hope $cei comes up with the news so it keep going up for other holders. some folks are going to loose money so be careful. profit is profit.',2021-09-27 21:24:31
861,'rt : hey guys!? imagine thinking $cei won\xe2\x80\x99t go over $2.50 again?   both ripping and we still have the 10-k that can drop\xe2\x80\xa6',2021-09-27 21:24:30
862,' _calls _tradez holding or paperhanding this like $cei trade lol?',2021-09-27 21:19:06
863,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:17:39
864,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:17:02
865,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:16:00
866,"'$cei so far is breaking the weekly resistance trend with today\xe2\x80\x99s leg up. if it holds above, it will reach $4 easily\xe2\x80\x94possibly by friday or next monday. '",2021-09-27 21:14:03
867,'rt _bratz: double domme available all night \n\nwe\xe2\x80\x99re feeling meaner than usual and ready to fvck your wallet and mind \xf0\x9f\x98\x88\n\napproach pr\xe2\x80\xa6',2021-09-27 21:10:30
868,' still good to enter $cei or wait for the next play??',2021-09-27 21:10:18
869,'learn from the best or stay like the rest. i keep learning every day baby \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f $cei',2021-09-27 21:09:31
870,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:08:09
871,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 21:05:49
872,'to ride $cei or to sell off \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab',2021-09-27 21:04:20
873,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 21:02:16
874,'rt _bratz: double domme available all night \n\nwe\xe2\x80\x99re feeling meaner than usual and ready to fvck your wallet and mind \xf0\x9f\x98\x88\n\napproach pr\xe2\x80\xa6',2021-09-27 21:02:06
875,'double domme available all night \n\nwe\xe2\x80\x99re feeling meaner than usual and ready to fvck your wallet and mind \xf0\x9f\x98\x88\n\napproach properly or not at all \n\nfindom finsub paypig whalesub find double domme cashcow wallet rinse cbt cei sph humiliation dick rate tasks findomuk finbrat fincuck',2021-09-27 21:01:30
876,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 21:00:13
877,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 20:59:24
878,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:58:28
879,"'   sorry smooth brain here, is everything im seeing on $cei related to options p/l? or were these shares? either way i made money\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc\xf0\x9f\x91\xbe\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc'",2021-09-27 20:56:46
880,""" $clf looks like she's about to break back into her growth/buy channel!! buckle up kids. historically, its been a week or two of up and green!!  $cei $clf $amc $gme \xf0\x9f\xa6\x8d\xf0\x9f\x92\x8e\xf0\x9f\x99\x8c """,2021-09-27 20:55:35
881,'skype or text or snapchat sesh? \nall fetishes/kinks etc.. \nman up & get to sending already \xf0\x9f\x98\x8d\n\nfindom findomme brat onlyfans camgirl femdom paypig finsub cuck brat joi sph cbt cei',2021-09-27 20:54:28
882,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:54:19
883,'rt : hey guys!? imagine thinking $cei won\xe2\x80\x99t go over $2.50 again?   both ripping and we still have the 10-k that can drop\xe2\x80\xa6',2021-09-27 20:52:52
884,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:51:55
885,'  loving the ride in $cei . genuine question for zach or anyone else *not asking for price target* but what do you look for to scale out or exit a play completely.',2021-09-27 20:49:52
886,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:49:03
887,'rt : hey guys!? imagine thinking $cei won\xe2\x80\x99t go over $2.50 again?   both ripping and we still have the 10-k that can drop\xe2\x80\xa6',2021-09-27 20:48:52
888,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:47:38
889,'rt : hey guys!? imagine thinking $cei won\xe2\x80\x99t go over $2.50 again?   both ripping and we still have the 10-k that can drop\xe2\x80\xa6',2021-09-27 20:42:37
890,"""swings are back. heavy in cash though incase the market pulls an oops. $cei gains were ridiculous but i sold at $2.82 for now. been buying all dips so we will see. $any on a good run with or without musk. 60000 miners can't be wrong.""",2021-09-27 20:40:32
891,'when it comes to stocks like nakd and cei with the way the guys are calling it and hype around it doesn\xe2\x80\x99t really obey normal analysis it just goes rips pulls a little rips more than it pulls like. it\xe2\x80\x99s really kinda just buy nakd or cei in the morning and let it ride. literally',2021-09-27 20:40:08
892,'rt _bankss: roll call time \xf0\x9f\x93\xa3\n\n$cei $bbig and $any \n\nrt or like if you are holding \xf0\x9f\x94\xa5\xf0\x9f\x92\xb8\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc',2021-09-27 20:39:36
893,'rt _: if you feel late to the  call on $cei ( or even $nakd )\n\nits never too late...',2021-09-27 20:39:14
894,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:37:04
895,'if you feel late to the  call on $cei ( or even $nakd )\n\nits never too late...',2021-09-27 20:36:12
896,"'does nakd hit $1 first, or cei hits $3 first? \xf0\x9f\xa4\x94\xf0\x9f\xa4\xa4'",2021-09-27 20:33:09
897,"""rt : based in england or wales?\nprovide 1:1 mentoring to young people aged 10-14?\n\nyou may be a candidate to join 's\xe2\x80\xa6""",2021-09-27 20:32:50
898,'$cei $nakd! which will happen first in ah? $cei to $3 or $nakd to $1? _calls ',2021-09-27 20:31:29
899,"' when is the cooling or down day going to take place?  i mean, it has to happen eventually.......right \xf0\x9f\x98\x82\xf0\x9f\x98\x82 $cei'",2021-09-27 20:31:23
900,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 20:29:07
901,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 20:28:51
902,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 20:28:33
903,'  agree with this 100%. get a \xe2\x80\x9ccharge card\xe2\x80\x9d like an amex platinum or something similar. requires you payoff balance. plus get 5x rewards on your $cei miami trip \xf0\x9f\xa4\xa3',2021-09-27 20:27:21
904,'$cei   are we still going to miami at $3 ? or should we go at $5 ? just wanna know so that we can pack a beg.',2021-09-27 20:25:27
905,'def seeing $3 in ah or tomo for $cei but regardless seeing it sooner rather than later \xf0\x9f\x98\x8e',2021-09-27 20:24:02
906,'rt _bankss: roll call time \xf0\x9f\x93\xa3\n\n$cei $bbig and $any \n\nrt or like if you are holding \xf0\x9f\x94\xa5\xf0\x9f\x92\xb8\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc',2021-09-27 20:23:05
907,""" take that money and reinvest it, even on a cei pullback. nak or nakd are pretty good too, wait to the pullback on the daily. never chase, and definately never fall for pumps. furus are for informational purposes only. i'm laughing right now but it's true.""",2021-09-27 20:22:48
908,'  is there a new exit price for cei or still at $3.04?\nthanks',2021-09-27 20:22:16
909,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:21:47
910,'$cei\n =\n$hmny\n$gnus\n$nakd\n\nanyone thinking these are value or long term assets...might be time to actually learn something about filings or reavaluate who you are listening to. one specefic individual comes to mind\n\ni\xc2\xb4ll let you look up the advanced search for more on the tickers',2021-09-27 20:18:39
911,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:15:49
912,'they took your $$$$ right from you\xe2\x80\xa6 just like they did with $cei on its dip to .48 then they took it all the way to the moon.\n\nlike it or not we move higher $eng ',2021-09-27 20:14:35
913,' basic trading fundamentals or advice that i need to follow in order to get a plane ticket to miami? you guys are killing it! ',2021-09-27 20:11:57
914,"""rt : gov. newsom signs a law that will strike the word \xe2\x80\x9calien\xe2\x80\x9d from all of california's state laws, replacing it with terms like \xe2\x80\x9cn\xe2\x80\xa6""",2021-09-27 20:09:54
915,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:08:57
916,"'$cei party wave incoming. get on or gtfo the way, my dude! '",2021-09-27 20:08:41
917,'rt _bankss: roll call time \xf0\x9f\x93\xa3\n\n$cei $bbig and $any \n\nrt or like if you are holding \xf0\x9f\x94\xa5\xf0\x9f\x92\xb8\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc',2021-09-27 20:06:54
918,"'$cei  if i remember how fib works this will probably drop to 78% or 61% if it drop and holds those level imma buy again for another swing, but if cei breaks 2.8 we can easily hit 3.15 before retracing in my opinion '",2021-09-27 20:03:13
919,' nuts on the table cei to $5 or nakd to $2?',2021-09-27 20:02:42
920,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 20:01:09
921,'_ can\xe2\x80\x99t believe $cei or $snmp aren\xe2\x80\x99t on this list lol',2021-09-27 20:00:29
922,'rt : $cei like or retweet if you held some \n\n\xf0\x9f\x98\x88\xf0\x9f\x92\xb8',2021-09-27 19:59:19
923,"'$cei already owns 73% and is the majority shareholder for vkin. they have to file their 10-k (due on or before november 9 before the merger can be approved). however, per asc-810 consolidation, $cei can consolidate all of the financial activity from both $vkin and simpson maxwell'",2021-09-27 19:58:21
924,'rt : $cei it\xe2\x80\x99s not a game. just based on  and  we should be a $10 stock because we are seeing commodity prices or  up\xe2\x80\xa6',2021-09-27 19:55:46
